Date,MMWR_week,Location,ShortName,LongName,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Census2019,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Ratio_Admin_Dist,Administered_Dose1,Administered_Dose2,Administered_Dose_Other,Administered_Dose1_Per_100K,Administered_Dose2_Per_100K,Administered_Dose_Other_Per_100K,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,date_type,Recip_Administered,Administered_Dose1_Recip,Administered_Dose2_Recip,Administered_Dose1_Recip_18Plus,Administered_Dose2_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose2_Recip_18PlusPop_Pct,Census2019_18PlusPop,Distributed_Per_100k_18Plus,Administered_18Plus,Admin_Per_100k_18Plus
2021-03-02,,AR,ARA,Arkansas,963040,670815,31912,22229,3017804,,,,,430748,236154,,14274,7825,,14.3,7.8,Report,672509,431866,236706,431681,236668,18.6,10.2,2317649,41552,670598,28934
2021-03-03,,AR,ARA,Arkansas,964840,687433,31972,22779,3017804,,,,,441126,242346,,14617,8031,,14.7,8.1,Report,689361,442371,242999,442175,242960,19.1,10.5,2317649,41630,687208,29651
2021-03-04,,AR,ARA,Arkansas,990640,704368,32827,23340,3017804,,,,,451127,249244,,14949,8259,,15,8.3,Report,706599,452615,249956,452414,249915,19.5,10.8,2317649,42743,704137,30382
2021-03-05,,AR,ARA,Arkansas,1064920,723756,35288,23983,3017804,,,,,463108,256589,,15346,8503,,15.4,8.5,Report,726094,464641,257367,464433,257326,20,11.1,2317649,45948,723519,31218
2021-03-06,,AR,ARA,Arkansas,1088150,744139,36058,24658,3017804,,,,,475550,264478,,15758,8764,,15.8,8.8,Report,746488,477127,265226,476916,265184,20.6,11.4,2317649,46951,743900,32097
2021-03-07,,AR,ARA,Arkansas,1088150,765260,36058,25358,3017804,,,,,487494,273608,,16154,9066,,16.2,9.1,Report,767708,489149,274376,488930,274334,21.1,11.8,2317649,46951,765017,33008
2020-12-30,52,AS,ASA,American Samoa,8250,869,14814,1560,55689,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,53,AS,ASA,American Samoa,8250,1022,14814,1835,55689,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,1,AS,ASA,American Samoa,8250,1022,14814,1835,55689,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,1,AS,ASA,American Samoa,8250,1022,14814,1835,55689,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,1,AS,ASA,American Samoa,8250,1022,14814,1835,55689,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,1,AS,ASA,American Samoa,8250,1161,14814,2085,55689,189,972,0,0.141,,,,,,,,,,,,,,,,,,,,
2021-01-08,1,AS,ASA,American Samoa,10650,1331,19124,2390,55689,358,973,0,0.125,,,,,,,,,,,,,,,,,,,,
2021-01-11,2,AS,ASA,American Samoa,10650,2054,19124,3688,55689,849,1205,0,0.193,,,,,,,,,,,,,,,,,,,,
2021-01-12,2,AS,ASA,American Samoa,10650,2124,19124,3814,55689,849,1275,0,0.199,842,260,1022,1512,467,1835,,,,,,,,,,,,,,
2021-01-13,2,AS,ASA,American Samoa,10650,2577,19124,4627,55689,1059,1518,0,0.242,1193,362,1022,2142,650,1835,,,,,,,,,,,,,,
2021-01-14,,AS,ASA,American Samoa,10650,2971,19124,5335,55689,,,,,2409,562,,4326,1009,,,,,,,,,,,,,,,
2021-01-15,,AS,ASA,American Samoa,18450,3883,33130,6973,55689,,,,,3144,738,,5646,1325,,,,,,,,,,,,,,,
2021-01-19,,AS,ASA,American Samoa,18450,4756,33130,8540,55689,,,,,3985,770,,7156,1383,,,,,,,,,,,,,,,
2021-01-20,,AS,ASA,American Samoa,18450,5313,33130,9540,55689,,,,,4476,836,,8037,1501,,,,,,,,,,,,,,,
2021-01-21,,AS,ASA,American Samoa,18450,5664,33130,10171,55689,,,,,4734,929,,8501,1668,,,,,,,,,,,,,,,
2021-01-22,,AS,ASA,American Samoa,18450,6569,33130,11796,55689,,,,,5627,940,,10104,1688,,,,,,,,,,,,,,,
2021-01-23,,AS,ASA,American Samoa,18450,6831,33130,12266,55689,,,,,5881,948,,10560,1702,,,,,,,,,,,,,,,
2021-01-24,,AS,ASA,American Samoa,18450,8046,33130,14448,55689,,,,,7096,948,,12742,1702,,,,,,,,,,,,,,,
2021-01-25,,AS,ASA,American Samoa,18450,8046,33130,14448,55689,,,,,7096,948,,12742,1702,,,,,,,,,,,,,,,
2021-01-26,,AS,ASA,American Samoa,18450,8315,33130,14931,55689,,,,,7365,948,,13225,1702,,,,,,,,,,,,,,,
2021-01-27,,AS,ASA,American Samoa,18450,9085,33130,16314,55689,,,,,8133,950,,14604,1706,,,,,,,,,,,,,,,
2021-01-28,,AS,ASA,American Samoa,18450,9085,33130,16314,55689,,,,,8133,950,,14604,1706,,14.6,1.71,,,,,,,,,,,,
2021-01-29,,AS,ASA,American Samoa,18450,9925,33130,17822,55689,,,,,8926,997,,16028,1790,,16.03,1.79,,,,,,,,,,,,
2021-01-30,,AS,ASA,American Samoa,18450,9925,33130,17822,55689,,,,,8926,997,,16028,1790,,16.03,1.79,,,,,,,,,,,,
2021-01-31,,AS,ASA,American Samoa,18450,9925,33130,17822,55689,,,,,8926,997,,16028,1790,,16.03,1.79,,,,,,,,,,,,
2021-02-01,,AS,ASA,American Samoa,18450,10761,33130,19323,55689,,,,,9713,1046,,17442,1878,,17.44,1.88,,,,,,,,,,,,
2021-02-02,,AS,ASA,American Samoa,18450,10761,33130,19323,55689,,,,,9713,1046,,17442,1878,,17.4,1.9,,,,,,,,,,,,
2021-02-03,,AS,ASA,American Samoa,18450,11066,33130,19871,55689,,,,,9759,1305,,17524,2343,,17.5,2.3,,,,,,,,,,,,
2021-02-04,,AS,ASA,American Samoa,29450,11257,52883,20214,55689,,,,,9761,1494,,17528,2683,,17.5,2.7,,,,,,,,,,,,
2021-02-05,,AS,ASA,American Samoa,29450,12029,52883,21600,55689,,,,,9775,2252,,17553,4044,,17.6,4,,,,,,,,,,,,
2021-02-06,,AS,ASA,American Samoa,29450,12259,52883,22013,55689,,,,,9779,2478,,17560,4450,,17.6,4.4,,,,,,,,,,,,
2021-02-07,,AS,ASA,American Samoa,29450,12259,52883,22013,55689,,,,,9779,2478,,17560,4450,,17.6,4.4,,,,,,,,,,,,
2021-02-08,,AS,ASA,American Samoa,29450,12259,52883,22013,55689,,,,,9779,2478,,17560,4450,,17.6,4.4,,,,,,,,,,,,
2021-02-09,,AS,ASA,American Samoa,29450,12680,52883,22769,55689,,,,,9792,2885,,17583,5181,,17.6,5.2,,,,,,,,,,,,
2021-02-10,,AS,ASA,American Samoa,29450,13318,52883,23915,55689,,,,,9818,3494,,17630,6274,,17.6,6.3,,,,,,,,,,,,
2021-02-11,,AS,ASA,American Samoa,29450,13513,52883,24265,55689,,,,,9822,3685,,17637,6617,,17.7,6.6,,,,,,,,,,,,
2021-02-12,,AS,ASA,American Samoa,29450,15032,52883,26993,55689,,,,,10057,4968,,18059,8921,,18.1,8.9,,,,,,,,,,,,
2021-02-13,,AS,ASA,American Samoa,29450,15382,52883,27621,55689,,,,,10062,5308,,18068,9532,,18.1,9.5,,,,,,,,,,,,
2021-02-14,,AS,ASA,American Samoa,29450,15382,52883,27621,55689,,,,,10062,5308,,18068,9532,,18.1,9.5,,,,,,,,,,,,
2021-02-16,,AS,ASA,American Samoa,29450,16109,52883,28927,55689,,,,,10236,5860,,18381,10523,,18.4,10.5,,,,,,,,,,,,
2021-02-17,,AS,ASA,American Samoa,29450,16269,52883,29214,55689,,,,,10267,5989,,18436,10754,,18.5,10.8,,,,,,,,,,,,
2021-02-18,,AS,ASA,American Samoa,29450,16269,52883,29214,55689,,,,,10267,5989,,18436,10754,,18.5,10.8,,,,,,,,,,,,
2021-02-19,,AS,ASA,American Samoa,29450,16269,52883,29214,55689,,,,,10267,5989,,18436,10754,,18.6,10.8,,,,,,,,,,,,
2021-02-20,,AS,ASA,American Samoa,29450,17740,52883,31855,55689,,,,,10831,6893,,19449,12378,,19.6,12.4,,,,,,,,,,,,
2021-02-21,,AS,ASA,American Samoa,29450,18778,52883,33719,55689,,,,,10948,7811,,19659,14026,,19.8,14.1,,,,,,,,,,,,
2021-02-22,,AS,ASA,American Samoa,29450,18816,52883,33788,55689,,,,,10978,7818,,19713,14039,,19.8,14.1,Report,18933,11054,7859,10916,7781,25.1,17.9,43437,67799,18600,42821
2021-02-23,,AS,ASA,American Samoa,29450,18816,52883,33788,55689,,,,,10978,7818,,19713,14039,,19.8,14.1,Report,18933,11054,7859,10916,7781,25.1,17.9,43437,67799,18600,42821
2021-02-24,,AS,ASA,American Samoa,29450,19739,52883,35445,55689,,,,,11738,7979,,21078,14328,,21.2,14.4,Report,19856,11814,8020,11646,7936,26.8,18.3,43437,67799,19487,44863
2021-02-25,,AS,ASA,American Samoa,29450,19739,52883,35445,55689,,,,,11738,7979,,21078,14328,,21.2,14.4,Report,19856,11814,8020,11646,7936,26.8,18.3,43437,67799,19487,44863
2021-02-26,,AS,ASA,American Samoa,29450,20336,52883,36517,55689,,,,,12275,8037,,22042,14432,,22.2,14.5,Report,20454,12351,8079,12169,7994,28,18.4,43437,67799,20069,46203
2021-02-27,,AS,ASA,American Samoa,29450,20338,52883,36521,55689,,,,,12276,8037,,22044,14432,,22.2,14.5,Report,20458,12354,8079,12172,7994,28,18.4,43437,67799,20071,46207
2021-02-28,,AS,ASA,American Samoa,29450,20338,52883,36521,55689,,,,,12276,8037,,22044,14432,,22.2,14.5,Report,20459,12355,8079,12173,7994,28,18.4,43437,67799,20071,46207
2021-03-01,,AS,ASA,American Samoa,29450,20338,52883,36521,55689,,,,,12276,8037,,22044,14432,,22.2,14.5,Report,20460,12355,8080,12173,7995,28,18.4,43437,67799,20071,46207
2021-03-02,,AS,ASA,American Samoa,29450,21079,52883,37851,55689,,,,,12949,8099,,23252,14543,,23.4,14.6,Report,21201,13028,8142,12831,8057,29.5,18.5,43437,67799,20797,47879
2021-03-03,,AS,ASA,American Samoa,29450,21079,52883,37851,55689,,,,,12949,8099,,23252,14543,,23.4,14.6,Report,21202,13029,8142,12832,8057,29.5,18.5,43437,67799,20797,47879
2021-03-04,,AS,ASA,American Samoa,38810,21625,69691,38832,55689,,,,,13386,8208,,24037,14739,,24.2,14.8,Report,21750,13467,8252,13257,8165,30.5,18.8,43437,89348,21328,49101
2021-03-05,,AS,ASA,American Samoa,43210,21625,77592,38832,55689,,,,,13386,8208,,24037,14739,,24.2,14.8,Report,21751,13468,8252,13258,8165,30.5,18.8,43437,99477,21328,49101
2021-03-06,,AS,ASA,American Samoa,43210,21625,77592,38832,55689,,,,,13386,8208,,24037,14739,,24.2,14.8,Report,21751,13468,8252,13258,8165,30.5,18.8,43437,99477,21328,49101
2021-03-07,,AS,ASA,American Samoa,43210,21625,77592,38832,55689,,,,,13386,8208,,24037,14739,,24.2,14.8,Report,21752,13469,8252,13259,8165,30.5,18.8,43437,99477,21328,49101
2020-12-30,52,AZ,AZA,Arizona,270250,36901,3713,507,7278717,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,53,AZ,AZA,Arizona,270250,59099,3713,812,7278717,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,1,AZ,AZA,Arizona,411025,66059,5647,908,7278717,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,1,AZ,AZA,Arizona,419175,68707,5759,944,7278717,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,1,AZ,AZA,Arizona,419175,75683,5759,1040,7278717,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,1,AZ,AZA,Arizona,453275,88266,6227,1213,7278717,24158,64097,11,0.195,,,,,,,,,,,,,,,,,,,,
2021-01-08,1,AZ,AZA,Arizona,453875,106288,6236,1460,7278717,29948,76325,15,0.234,,,,,,,,,,,,,,,,,,,,
2021-01-11,2,AZ,AZA,Arizona,563025,137860,7735,1894,7278717,46718,91118,24,0.245,,,,,,,,,,,,,,,,,,,,
2021-01-12,2,AZ,AZA,Arizona,563025,141355,7735,1942,7278717,47776,93553,26,0.251,95141,8343,37871,1307,115,520,,,,,,,,,,,,,,
2021-01-13,2,AZ,AZA,Arizona,569525,154745,7825,2126,7278717,52253,102466,26,0.272,104387,12392,37966,1434,170,522,,,,,,,,,,,,,,
2021-01-14,,AZ,AZA,Arizona,570625,173665,7840,2386,7278717,,,,,157397,16234,,2162,223,,,,,,,,,,,,,,,
2021-01-15,,AZ,AZA,Arizona,571725,197086,7855,2708,7278717,,,,,176213,20837,,2421,286,,,,,,,,,,,,,,,
2021-01-19,,AZ,AZA,Arizona,571725,266276,7855,3658,7278717,,,,,235331,30892,,3233,424,,,,,,,,,,,,,,,
2021-01-20,,AZ,AZA,Arizona,752250,281887,10335,3873,7278717,,,,,246960,34788,,3393,478,,,,,,,,,,,,,,,
2021-01-21,,AZ,AZA,Arizona,797550,303899,10957,4175,7278717,,,,,262120,41613,,3601,572,,,,,,,,,,,,,,,
2021-01-22,,AZ,AZA,Arizona,822050,329349,11294,4525,7278717,,,,,280227,48938,,3850,672,,,,,,,,,,,,,,,
2021-01-23,,AZ,AZA,Arizona,829500,360958,11396,4959,7278717,,,,,305744,55014,,4201,756,,,,,,,,,,,,,,,
2021-01-24,,AZ,AZA,Arizona,829500,390623,11396,5367,7278717,,,,,332095,58291,,4563,801,,,,,,,,,,,,,,,
2021-01-25,,AZ,AZA,Arizona,829500,413662,11396,5683,7278717,,,,,350648,62711,,4817,862,,,,,,,,,,,,,,,
2021-01-26,,AZ,AZA,Arizona,837200,430892,11502,5920,7278717,,,,,366018,64551,,5029,887,,,,,,,,,,,,,,,
2021-01-27,,AZ,AZA,Arizona,990000,458258,13601,6296,7278717,,,,,389059,68846,,5345,946,,,,,,,,,,,,,,,
2021-01-28,,AZ,AZA,Arizona,1011375,487149,13895,6693,7278717,,,,,412841,73927,,5672,1016,,5.67,1.02,,,,,,,,,,,,
2021-01-29,,AZ,AZA,Arizona,1012275,521097,13907,7159,7278717,,,,,439897,80773,,6044,1110,,6.04,1.11,,,,,,,,,,,,
2021-01-30,,AZ,AZA,Arizona,1013375,557369,13922,7658,7278717,,,,,469916,86990,,6456,1195,,6.46,1.2,,,,,,,,,,,,
2021-01-31,,AZ,AZA,Arizona,1013375,594104,13922,8162,7278717,,,,,500942,92666,,6882,1273,,6.88,1.27,,,,,,,,,,,,
2021-02-01,,AZ,AZA,Arizona,1013375,620608,13922,8526,7278717,,,,,524413,95671,,7205,1314,,7.2,1.31,,,,,,,,,,,,
2021-02-02,,AZ,AZA,Arizona,1082050,631662,14866,8678,7278717,,,,,534476,96660,,7343,1328,,7.3,1.3,,,,,,,,,,,,
2021-02-03,,AZ,AZA,Arizona,1181000,656040,16225,9013,7278717,,,,,553373,102107,,7603,1403,,7.6,1.4,,,,,,,,,,,,
2021-02-04,,AZ,AZA,Arizona,1185700,686116,16290,9426,7278717,,,,,573845,111645,,7884,1534,,7.9,1.5,,,,,,,,,,,,
2021-02-05,,AZ,AZA,Arizona,1186000,719458,16294,9884,7278717,,,,,597525,121227,,8209,1665,,8.2,1.7,,,,,,,,,,,,
2021-02-06,,AZ,AZA,Arizona,1186000,766788,16294,10535,7278717,,,,,629750,136236,,8652,1872,,8.7,1.9,,,,,,,,,,,,
2021-02-07,,AZ,AZA,Arizona,1186000,809230,16294,11118,7278717,,,,,656909,151392,,9025,2080,,9,2.1,,,,,,,,,,,,
2021-02-08,,AZ,AZA,Arizona,1186000,841018,16294,11554,7278717,,,,,678697,161324,,9324,2216,,9.3,2.2,,,,,,,,,,,,
2021-02-09,,AZ,AZA,Arizona,1265950,863807,17392,11868,7278717,,,,,695970,166798,,9562,2292,,9.6,2.3,,,,,,,,,,,,
2021-02-10,,AZ,AZA,Arizona,1370175,897757,18824,12334,7278717,,,,,719051,177565,,9879,2440,,9.9,2.4,,,,,,,,,,,,
2021-02-11,,AZ,AZA,Arizona,1391475,941575,19117,12936,7278717,,,,,747599,192542,,10271,2645,,10,2.6,,,,,,,,,,,,
2021-02-12,,AZ,AZA,Arizona,1393475,990296,19145,13605,7278717,,,,,780057,207912,,10717,2856,,10.4,2.8,,,,,,,,,,,,
2021-02-13,,AZ,AZA,Arizona,1393475,1041021,19145,14302,7278717,,,,,811080,226158,,11143,3107,,10.8,3.1,,,,,,,,,,,,
2021-02-14,,AZ,AZA,Arizona,1393575,1089155,19146,14964,7278717,,,,,840252,244971,,11544,3366,,11.2,3.3,,,,,,,,,,,,
2021-02-16,,AZ,AZA,Arizona,1396475,1154583,19186,15862,7278717,,,,,886107,264416,,12174,3633,,11.8,3.6,,,,,,,,,,,,
2021-02-17,,AZ,AZA,Arizona,1396475,1164900,19186,16004,7278717,,,,,892791,267967,,12266,3682,,11.9,3.6,,,,,,,,,,,,
2021-02-18,,AZ,AZA,Arizona,1396475,1202770,19186,16524,7278717,,,,,914468,283955,,12564,3901,,12.2,3.8,,,,,,,,,,,,
2021-02-19,,AZ,AZA,Arizona,1679175,1376405,23070,18910,7278717,,,,,1036237,335248,,14237,4606,,13.9,4.5,,,,,,,,,,,,
2021-02-20,,AZ,AZA,Arizona,1688255,1425295,23194,19582,7278717,,,,,1064109,356055,,14619,4892,,14.3,4.8,,,,,,,,,,,,
2021-02-21,,AZ,AZA,Arizona,1688255,1469676,23194,20191,7278717,,,,,1087921,376371,,14947,5171,,14.6,5.1,,,,,,,,,,,,
2021-02-22,,AZ,AZA,Arizona,1688255,1506572,23194,20698,7278717,,,,,1108935,392139,,15235,5387,,14.9,5.3,Report,1475660,1083205,386775,1082130,386611,19.2,6.9,5638481,29942,1505143,26694
2021-02-23,,AZ,AZA,Arizona,1755635,1525794,24120,20962,7278717,,,,,1121773,398472,,15412,5474,,15.1,5.4,Report,1494243,1095494,393019,1094381,392851,19.4,7,5638481,31137,1524293,27034
2021-02-24,,AZ,AZA,Arizona,1977925,1555942,27174,21377,7278717,,,,,1137371,412825,,15626,5672,,15.3,5.6,Report,1523908,1110854,407127,1109718,406956,19.7,7.2,5638481,35079,1554412,27568
2021-02-25,,AZ,AZA,Arizona,2064265,1607544,28360,22086,7278717,,,,,1163157,438355,,15980,6022,,15.6,5.9,Report,1574372,1136024,432137,1134781,431901,20.1,7.7,5638481,36610,1605824,28480
2021-02-26,,AZ,AZA,Arizona,2143135,1671294,29444,22961,7278717,,,,,1196045,468913,,16432,6442,,16,6.3,Report,1636643,1168054,462074,1166549,461782,20.7,8.2,5638481,38009,1669244,29604
2021-02-27,,AZ,AZA,Arizona,2148015,1728239,29511,23744,7278717,,,,,1223520,498106,,16810,6843,,16.4,6.7,Report,1692586,1195110,490688,1193576,490382,21.2,8.7,5638481,38096,1726138,30614
2021-02-28,,AZ,AZA,Arizona,2148015,1792447,29511,24626,7278717,,,,,1250251,535189,,17177,7353,,16.8,7.2,Report,1753312,1220706,525426,1219024,525086,21.6,9.3,5638481,38096,1790120,31748
2021-03-01,,AZ,AZA,Arizona,2148015,1849259,29511,25406,7278717,,,,,1275068,566500,,17518,7783,,17.1,7.6,Report,1808630,1244879,555881,1243096,555467,22,9.9,5638481,38096,1846750,32753
2021-03-02,,AZ,AZA,Arizona,2244885,1889742,30842,25963,7278717,,,,,1293835,587451,,17776,8071,,17.4,7.9,Report,1847058,1262868,575562,1261046,575105,22.4,10.2,5638481,39814,1887076,33468
2021-03-03,,AZ,AZA,Arizona,2392275,1930999,32867,26529,7278717,,,,,1308334,613681,,17975,8431,,17.5,8.3,Report,1887723,1277294,601274,1275431,600791,22.6,10.7,5638481,42428,1928259,34198
2021-03-04,,AZ,AZA,Arizona,2453985,1979929,33715,27202,7278717,,,,,1329996,640078,,18272,8794,,17.8,8.6,Report,1936293,1298827,627446,1296891,626939,23,11.1,5638481,43522,1977081,35064
2021-03-05,,AZ,AZA,Arizona,2598435,2038623,35699,28008,7278717,,,,,1356443,671617,,18636,9227,,18.2,9,Report,1993946,1325003,658220,1322976,657693,23.5,11.7,5638481,46084,2035634,36103
2021-03-06,,AZ,AZA,Arizona,2623735,2043739,36047,28078,7278717,,,,,1358649,674523,,18666,9267,,18.3,9.1,Report,2001607,1328642,662235,1326561,661689,23.5,11.7,5638481,46533,2040701,36192
2021-03-07,,AZ,AZA,Arizona,2623735,2162602,36047,29711,7278717,,,,,1421436,729803,,19529,10027,,19.1,9.8,Report,2115430,1388900,715023,1386667,714454,24.6,12.7,5638481,46533,2159301,38296
2020-12-30,52,BP2,BP2,Bureau of Prisons,7600,5070,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,53,BP2,BP2,Bureau of Prisons,10525,7307,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,1,BP2,BP2,Bureau of Prisons,12800,7366,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,1,BP2,BP2,Bureau of Prisons,12800,8700,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,1,BP2,BP2,Bureau of Prisons,12800,9391,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,1,BP2,BP2,Bureau of Prisons,12800,11137,0,0,0,3136,6940,1061,0.87,,,,,,,,,,,,,,,,,,,,
2021-01-08,1,BP2,BP2,Bureau of Prisons,14100,14909,0,0,0,4277,8724,1908,1.057,,,,,,,,,,,,,,,,,,,,
2021-01-11,2,BP2,BP2,Bureau of Prisons,16050,13891,0,0,0,4892,8999,0,0.865,,,,,,,,,,,,,,,,,,,,
2021-01-12,2,BP2,BP2,Bureau of Prisons,16050,14663,0,0,0,5312,9351,0,0.914,5199,1077,8387,0,0,0,,,,,,,,,,,,,,
2021-01-13,2,BP2,BP2,Bureau of Prisons,16050,15694,0,0,0,5742,9952,0,0.978,5395,1077,9222,0,0,0,,,,,,,,,,,,,,
2021-01-14,,BP2,BP2,Bureau of Prisons,16450,16118,0,0,0,,,,,13997,2086,,0,0,,,,,,,,,,,,,,,
2021-01-15,,BP2,BP2,Bureau of Prisons,16750,16685,0,0,0,,,,,14565,2086,,0,0,,,,,,,,,,,,,,,
2021-01-19,,BP2,BP2,Bureau of Prisons,16750,17628,0,0,0,,,,,15500,2091,,0,0,,,,,,,,,,,,,,,
2021-01-20,,BP2,BP2,Bureau of Prisons,24750,19076,0,0,0,,,,,15949,3092,,0,0,,,,,,,,,,,,,,,
2021-01-21,,BP2,BP2,Bureau of Prisons,24750,20838,0,0,0,,,,,17003,3800,,0,0,,,,,,,,,,,,,,,
2021-01-22,,BP2,BP2,Bureau of Prisons,24750,21315,0,0,0,,,,,17316,3962,,0,0,,,,,,,,,,,,,,,
2021-01-23,,BP2,BP2,Bureau of Prisons,24750,23345,0,0,0,,,,,18296,4977,,0,0,,,,,,,,,,,,,,,
2021-01-24,,BP2,BP2,Bureau of Prisons,24750,24082,0,0,0,,,,,18965,5044,,0,0,,,,,,,,,,,,,,,
2021-01-25,,BP2,BP2,Bureau of Prisons,24750,24360,0,0,0,,,,,18988,5301,,0,0,,,,,,,,,,,,,,,
2021-01-26,,BP2,BP2,Bureau of Prisons,30050,25513,0,0,0,,,,,19471,5971,,0,0,,,,,,,,,,,,,,,
2021-01-27,,BP2,BP2,Bureau of Prisons,30050,27326,0,0,0,,,,,20415,6846,,0,0,,,,,,,,,,,,,,,
2021-01-28,,BP2,BP2,Bureau of Prisons,30050,28514,0,0,0,,,,,21081,7368,,0,0,,0,0,,,,,,,,,,,,
2021-01-29,,BP2,BP2,Bureau of Prisons,30050,29754,0,0,0,,,,,21674,8011,,0,0,,0,0,,,,,,,,,,,,
2021-01-30,,BP2,BP2,Bureau of Prisons,30050,30945,0,0,0,,,,,22486,8389,,0,0,,0,0,,,,,,,,,,,,
2021-01-31,,BP2,BP2,Bureau of Prisons,30050,31285,0,0,0,,,,,22725,8490,,0,0,,0,0,,,,,,,,,,,,
2021-02-01,,BP2,BP2,Bureau of Prisons,30050,31285,0,0,0,,,,,22725,8490,,0,0,,0,0,,,,,,,,,,,,
2021-02-02,,BP2,BP2,Bureau of Prisons,35950,32349,0,0,0,,,,,23200,9079,,0,0,,0,0,,,,,,,,,,,,
2021-02-03,,BP2,BP2,Bureau of Prisons,36450,34255,0,0,0,,,,,24049,10130,,0,0,,0,0,,,,,,,,,,,,
2021-02-04,,BP2,BP2,Bureau of Prisons,36650,36195,0,0,0,,,,,24858,11259,,0,0,,0,0,,,,,,,,,,,,
2021-02-05,,BP2,BP2,Bureau of Prisons,37050,38164,0,0,0,,,,,25657,12426,,0,0,,0,0,,,,,,,,,,,,
2021-02-06,,BP2,BP2,Bureau of Prisons,37050,39616,0,0,0,,,,,26167,13362,,0,0,,0,0,,,,,,,,,,,,
2021-02-07,,BP2,BP2,Bureau of Prisons,37050,40333,0,0,0,,,,,26410,13826,,0,0,,0,0,,,,,,,,,,,,
2021-02-08,,BP2,BP2,Bureau of Prisons,37050,40333,0,0,0,,,,,26410,13826,,0,0,,0,0,,,,,,,,,,,,
2021-02-09,,BP2,BP2,Bureau of Prisons,42475,41040,0,0,0,,,,,26770,14173,,0,0,,0,0,,,,,,,,,,,,
2021-02-10,,BP2,BP2,Bureau of Prisons,42475,42751,0,0,0,,,,,27564,15085,,0,0,,0,0,,,,,,,,,,,,
2021-02-11,,BP2,BP2,Bureau of Prisons,42475,44177,0,0,0,,,,,28139,15931,,0,0,,0,0,,,,,,,,,,,,
2021-02-12,,BP2,BP2,Bureau of Prisons,43775,45617,0,0,0,,,,,29060,16449,,0,0,,0,0,,,,,,,,,,,,
2021-02-13,,BP2,BP2,Bureau of Prisons,43775,46926,0,0,0,,,,,29797,17017,,0,0,,0,0,,,,,,,,,,,,
2021-02-14,,BP2,BP2,Bureau of Prisons,43775,47564,0,0,0,,,,,30193,17256,,0,0,,0,0,,,,,,,,,,,,
2021-02-16,,BP2,BP2,Bureau of Prisons,44750,48090,0,0,0,,,,,30719,17256,,0,0,,0,0,,,,,,,,,,,,
2021-02-17,,BP2,BP2,Bureau of Prisons,45725,48614,0,0,0,,,,,30901,17598,,0,0,,0,0,,,,,,,,,,,,
2021-02-18,,BP2,BP2,Bureau of Prisons,45725,49050,0,0,0,,,,,31146,17789,,0,0,,0,0,,,,,,,,,,,,
2021-02-19,,BP2,BP2,Bureau of Prisons,47675,49913,0,0,0,,,,,31519,18276,,0,0,,0,0,,,,,,,,,,,,
2021-02-20,,BP2,BP2,Bureau of Prisons,49175,51072,0,0,0,,,,,32074,18879,,0,0,,0,0,,,,,,,,,,,,
2021-02-21,,BP2,BP2,Bureau of Prisons,49175,52266,0,0,0,,,,,32591,19556,,0,0,,0,0,,,,,,,,,,,,
2021-02-22,,BP2,BP2,Bureau of Prisons,49175,52347,0,0,0,,,,,32591,19637,,0,0,,0,0,Report,52347,32591,19637,32589,19636,0,0,0,0,52344,0
2021-02-23,,BP2,BP2,Bureau of Prisons,49475,52743,0,0,0,,,,,32628,19996,,0,0,,0,0,Report,52743,32628,19996,32626,19995,0,0,0,0,52740,0
2021-02-24,,BP2,BP2,Bureau of Prisons,57155,53728,0,0,0,,,,,32980,20628,,0,0,,0,0,Report,53728,32980,20628,32978,20627,0,0,0,0,53725,0
2021-02-25,,BP2,BP2,Bureau of Prisons,57155,55100,0,0,0,,,,,33533,21439,,0,0,,0,0,Report,55100,33533,21439,33531,21438,0,0,0,0,55097,0
2021-02-26,,BP2,BP2,Bureau of Prisons,57155,57396,0,0,0,,,,,34841,22339,,0,0,,0,0,Report,57396,34841,22339,34839,22338,0,0,0,0,57393,0
2021-02-27,,BP2,BP2,Bureau of Prisons,57155,59234,0,0,0,,,,,36064,22939,,0,0,,0,0,Report,59234,36064,22939,36062,22938,0,0,0,0,59231,0
